gc.content	chr.arm
chr6_23050000	36.958	chr6
chr6_23100000	36.022	chr6
chr6_23150000	38.698	chr6
chr6_23200000	35.896	chr6
chr6_23250000	36.376	chr6
chr6_23300000	38.176	chr6
chr6_23350000	36.24	chr6
chr6_23400000	38.292	chr6
chr6_23450000	35.554	chr6
chr6_23500000	36.228	chr6
chr6_23550000	38.92	chr6
chr6_23600000	37.406	chr6
chr6_23650000	37.732	chr6
chr6_23700000	36.87	chr6
chr6_23750000	35.948	chr6
chr6_23800000	34.958	chr6
chr6_23850000	38.422	chr6
chr6_23900000	37.306	chr6
chr6_23950000	37.798	chr6
chr6_24000000	37.966	chr6
chr6_24050000	39.23	chr6
chr6_24100000	40.784	chr6
chr6_24150000	39.048	chr6
chr6_24200000	38.922	chr6
chr6_24250000	38.64	chr6
chr6_24300000	38.296	chr6
chr6_24350000	40.944	chr6
chr6_24400000	41.948	chr6
chr6_24450000	43.932	chr6
chr6_24500000	42.316	chr6
chr6_24550000	42.964	chr6
chr6_24600000	40.076	chr6
chr6_24650000	40.832	chr6
chr6_24700000	40.566	chr6
chr6_24750000	41.508	chr6
chr6_24800000	42.434	chr6
chr6_24850000	41.062	chr6
chr6_24900000	42.524	chr6
chr6_24950000	41.012	chr6
chr6_25000000	41.27	chr6
chr6_25050000	41.022	chr6
chr6_25100000	37.568	chr6
chr6_25150000	40.65	chr6
chr6_25200000	39.244	chr6
chr6_25250000	41.102	chr6
chr6_25300000	41.54	chr6
chr6_25350000	40.486	chr6
chr6_25400000	40.058	chr6
chr6_25450000	37.91	chr6
chr6_25500000	37.56	chr6
chr6_25550000	38.45	chr6
chr6_25600000	40.546	chr6
chr6_25650000	39.326	chr6
chr6_25700000	39.494	chr6
chr6_25750000	38.974	chr6
chr6_25800000	37.5	chr6
chr6_25850000	38.116	chr6
chr6_25900000	38.824	chr6
chr6_25950000	41.632	chr6
chr6_26000000	41.636	chr6
chr6_26050000	42.044	chr6
chr6_26100000	40.732	chr6
chr6_26150000	42.414	chr6
chr6_26200000	41.926	chr6
chr6_26250000	43.006	chr6
chr6_26300000	42.008	chr6
chr6_26350000	44.418	chr6
chr6_26400000	44.436	chr6
chr6_26450000	44.328	chr6
chr6_26500000	43.87	chr6
chr6_26550000	42.506	chr6
chr6_26600000	40.166	chr6
chr6_26650000	39.082	chr6
chr6_26700000	41.398	chr6
chr6_26750000	40.954	chr6
chr6_26800000	38.232	chr6
chr6_26850000	41.698	chr6
chr6_26900000	35.8	chr6
chr6_26950000	34.784	chr6
chr6_27000000	38.75	chr6
chr6_27050000	38.644	chr6
chr6_27100000	40.122	chr6
chr6_27150000	42.178	chr6
chr6_27200000	43.372	chr6
chr6_27250000	43.218	chr6
chr6_27300000	39.648	chr6
chr6_27350000	40.42	chr6
chr6_27400000	40.752	chr6
chr6_27450000	40.258	chr6
chr6_27500000	40.908	chr6
chr6_27550000	41.184	chr6
chr6_27600000	43.524	chr6
chr6_27650000	43.958	chr6
chr6_27700000	41.744	chr6
chr6_27750000	43.208	chr6
chr6_27800000	42.914	chr6
chr6_27850000	43.452	chr6
chr6_27900000	37.174	chr6
chr6_27950000	36.006	chr6
chr6_28000000	38.932	chr6
chr6_28050000	39.82	chr6
chr6_28100000	39.906	chr6
chr6_28150000	39.634	chr6
chr6_28200000	40.8	chr6
chr6_28250000	40.56	chr6
chr6_28300000	40.312	chr6
chr6_28350000	42.066	chr6
chr6_28400000	39.156	chr6
chr6_28450000	39.87	chr6
chr6_28500000	42.252	chr6
chr6_28550000	39.05	chr6
chr6_28600000	41.626	chr6
chr6_28650000	41.632	chr6
chr6_28700000	40.598	chr6
chr6_28750000	43.302	chr6
chr6_28800000	42.458	chr6
chr6_28850000	43.45	chr6
chr6_28900000	44.096	chr6
chr6_28950000	44.122	chr6
chr6_29000000	37.85	chr6
chr6_29050000	35.954	chr6
chr6_29100000	36.572	chr6
chr6_29150000	37.302	chr6
chr6_29200000	39.112	chr6
chr6_29250000	37.522	chr6
chr6_29300000	36.164	chr6
chr6_29350000	36.212	chr6
chr6_29400000	38.318	chr6
chr6_29450000	40.966	chr6
chr6_29500000	46.728	chr6
chr6_29550000	42.284	chr6
chr6_29600000	47.302	chr6
chr6_29650000	45.868	chr6
chr6_29700000	47.574	chr6
chr6_29750000	44.852	chr6
chr6_29800000	44.192	chr6
chr6_29850000	45.616	chr6
chr6_29900000	46.7	chr6
chr6_29950000	45.01	chr6
chr6_30000000	42.226	chr6
chr6_30050000	44.258	chr6
chr6_30100000	44.054	chr6
chr6_30150000	45.756	chr6
chr6_30200000	42.952	chr6
chr6_30250000	40.994	chr6
chr6_30300000	43.65	chr6
chr6_30350000	40.844	chr6
chr6_30400000	42.016	chr6
chr6_30450000	46.55	chr6
chr6_30500000	44.494	chr6
chr6_30550000	47.956	chr6
chr6_30600000	48.14	chr6
chr6_30650000	50.896	chr6
chr6_30700000	49.678	chr6
chr6_30750000	46.126	chr6
chr6_30800000	47	chr6
chr6_30850000	49.932	chr6
chr6_30900000	51.058	chr6
chr6_30950000	46.758	chr6
chr6_31000000	46.458	chr6
chr6_31050000	44.94	chr6
chr6_31100000	51.16	chr6
chr6_31150000	50.368	chr6
chr6_31200000	44.318	chr6
chr6_31250000	42.594	chr6
chr6_31300000	41.586	chr6
chr6_31350000	45.212	chr6
chr6_31400000	43.11	chr6
chr6_31450000	47.78	chr6
chr6_31500000	46.808	chr6
chr6_31550000	50.436	chr6
chr6_31600000	51.158	chr6
chr6_31650000	51.544	chr6
chr6_31700000	51.388	chr6
chr6_31750000	52.17	chr6
chr6_31800000	49.644	chr6
chr6_31850000	53.572	chr6
chr6_31900000	50.174	chr6
chr6_31950000	52.158	chr6
chr6_32000000	56.818	chr6
chr6_32050000	54.054	chr6
chr6_32100000	50.194	chr6
chr6_32150000	53.388	chr6
chr6_32200000	47.866	chr6
chr6_32250000	39.104	chr6
chr6_32300000	39.012	chr6
chr6_32350000	39.09	chr6
chr6_32400000	40.862	chr6
chr6_32450000	41.956	chr6
chr6_32500000	41.088	chr6
chr6_32550000	42.01	chr6
chr6_32600000	39.48	chr6
chr6_32650000	40.232	chr6
chr6_32700000	38.814	chr6
chr6_32750000	40.498	chr6
chr6_32800000	43.73	chr6
chr6_32850000	41.37	chr6
chr6_32900000	39.914	chr6
chr6_32950000	43.91	chr6
chr6_33000000	40.78	chr6
chr6_33050000	43.26	chr6
chr6_33100000	43.582	chr6
chr6_33150000	53.744	chr6
chr6_33200000	48.992	chr6
chr6_33250000	50.016	chr6
chr6_33300000	49.648	chr6
chr6_33350000	46.834	chr6
chr6_33400000	53.41	chr6
chr6_33450000	45.59	chr6
chr6_33500000	47.618	chr6
chr6_33550000	52.056	chr6
chr6_33600000	52.224	chr6
chr6_33650000	55.982	chr6
chr6_33700000	51.028	chr6
chr6_33750000	53.212	chr6
chr6_33800000	52.7	chr6
chr6_33850000	51.98	chr6
chr6_33900000	50.97	chr6
chr6_33950000	50.206	chr6
chr6_34000000	53.82	chr6
chr6_34050000	56.32	chr6
chr6_34100000	55.494	chr6
chr6_34150000	48.71	chr6
chr6_34200000	52.336	chr6
chr6_34250000	44.932	chr6
chr6_34300000	41.204	chr6
chr6_34350000	43.992	chr6
chr6_34400000	47.22	chr6
chr6_34450000	50.092	chr6
chr6_34500000	53.888	chr6
chr6_34550000	52.336	chr6
chr6_34600000	41.38	chr6
chr6_34650000	41.578	chr6
chr6_34700000	44.676	chr6
chr6_34750000	44.836	chr6
chr6_34800000	42.346	chr6
chr6_34850000	42.95	chr6
chr6_34900000	42.318	chr6
chr6_34950000	41.844	chr6
chr6_35000000	43.572	chr6
chr6_35050000	51.802	chr6
chr6_35100000	42.338	chr6
chr6_35150000	45.636	chr6
chr6_35200000	50.27	chr6
chr6_35250000	47.66	chr6
chr6_35300000	47.388	chr6
chr6_35350000	48.062	chr6
chr6_35400000	50.674	chr6
chr6_35450000	54.494	chr6
chr6_35500000	48.974	chr6
chr6_35550000	43.314	chr6
chr6_35600000	40.09	chr6
chr6_35650000	40.784	chr6
chr6_35700000	48.678	chr6
chr6_35750000	48.756	chr6
chr6_35800000	44.028	chr6
chr6_35850000	39.382	chr6
chr6_35900000	43.26	chr6
chr6_35950000	43.196	chr6
chr6_36000000	41.364	chr6
chr6_36050000	38.93	chr6
chr6_36100000	47.932	chr6
chr6_36150000	40.324	chr6
chr6_36200000	46.742	chr6
chr6_36250000	46.708	chr6
chr6_36300000	48.294	chr6
chr6_36350000	47.94	chr6
chr6_36400000	42.634	chr6
chr6_36450000	42.32	chr6
chr6_36500000	41.686	chr6
chr6_36550000	45.208	chr6
chr6_36600000	46.82	chr6
chr6_36650000	48.194	chr6
chr6_36700000	51.596	chr6
chr6_36750000	51.828	chr6
chr6_36800000	51.046	chr6
chr6_36850000	42.64	chr6
chr6_36900000	45.478	chr6
chr6_36950000	51.04	chr6
chr6_37000000	50.032	chr6
chr6_37050000	48.816	chr6
chr6_37100000	47.29	chr6
chr6_37150000	46.01	chr6
chr6_37200000	44.886	chr6
chr6_37250000	42.248	chr6
chr6_37300000	43.666	chr6
chr6_37350000	44.476	chr6
chr6_37400000	41.624	chr6
chr6_37450000	48.662	chr6
chr6_37500000	50.554	chr6
chr6_37550000	51.35	chr6
chr6_37600000	51.236	chr6
chr6_37650000	51.426	chr6
chr6_37700000	48.552	chr6
chr6_37750000	49.284	chr6
chr6_37800000	43.094	chr6
chr6_37850000	38.534	chr6
chr6_37900000	37.564	chr6
chr6_37950000	38.502	chr6
chr6_38000000	37.252	chr6
chr6_38050000	38.3	chr6
chr6_38100000	42.516	chr6
chr6_38150000	51.724	chr6
chr6_38200000	42.47	chr6
chr6_38250000	40.234	chr6
chr6_38300000	40.102	chr6
chr6_38350000	38.902	chr6
chr6_38400000	40.826	chr6
chr6_38450000	38.816	chr6
chr6_38500000	40.052	chr6
chr6_38550000	38.082	chr6
chr6_38600000	40.32	chr6
chr6_38650000	40.406	chr6
chr6_38700000	40.888	chr6
chr6_38750000	38.548	chr6
chr6_38800000	37.93	chr6
chr6_38850000	38.61	chr6
chr6_38900000	39.144	chr6
chr6_38950000	39.298	chr6
chr6_39000000	44.206	chr6
chr6_39050000	48.776	chr6
chr6_39100000	43.354	chr6
chr6_39150000	47.876	chr6
chr6_39200000	49.8	chr6
chr6_39250000	47.888	chr6
chr6_39300000	52.408	chr6
chr6_39350000	44.7	chr6
chr6_39400000	42.846	chr6
chr6_39450000	39.78	chr6
chr6_39500000	40.594	chr6
chr6_39550000	38.544	chr6
chr6_39600000	36.78	chr6
chr6_39650000	37.348	chr6
chr6_39700000	39.374	chr6
chr6_39750000	42.374	chr6
chr6_39800000	47.274	chr6
chr6_39850000	47.672	chr6
chr6_39900000	48.454	chr6
chr6_39950000	41.84	chr6
chr6_40000000	40.826	chr6
chr6_40050000	41.7	chr6
chr6_40100000	43.282	chr6
chr6_40150000	44.284	chr6
chr6_40200000	40.902	chr6
chr6_40250000	46.394	chr6
chr6_40300000	48.976	chr6
chr6_40350000	43.002	chr6
chr6_40400000	47.678	chr6
chr6_40450000	48.26	chr6
chr6_40500000	48.994	chr6
chr6_40550000	48.386	chr6
chr6_40600000	44.886	chr6
chr6_40650000	46.846	chr6
chr6_40700000	46.878	chr6
chr6_40750000	46.124	chr6
chr6_40800000	43.652	chr6
chr6_40850000	46.046	chr6
chr6_40900000	44.142	chr6
chr6_40950000	43.744	chr6
chr6_41000000	47.662	chr6
chr6_41050000	41.934	chr6
chr6_41100000	39.852	chr6
chr6_41150000	47.684	chr6
chr6_41200000	42.982	chr6
chr6_41250000	43.116	chr6
chr6_41300000	43.41	chr6
chr6_41350000	45.492	chr6
chr6_41400000	50.52	chr6
chr6_41450000	49.596	chr6
chr6_41500000	51.868	chr6
chr6_41550000	53.852	chr6
chr6_41600000	51.068	chr6
chr6_41650000	51.84	chr6
chr6_41700000	54.186	chr6
chr6_41750000	50.354	chr6
chr6_41800000	41.73	chr6
chr6_41850000	41.38	chr6
chr6_41900000	48.242	chr6
chr6_41950000	44.9	chr6
chr6_42000000	47.99	chr6
chr6_42050000	47.256	chr6
chr6_42100000	52.236	chr6
chr6_42150000	49.32	chr6
chr6_42200000	43.724	chr6
chr6_42250000	47.094	chr6
chr6_42300000	45.888	chr6
chr6_42350000	45.73	chr6
chr6_42400000	44.586	chr6
chr6_42450000	42.574	chr6
chr6_42500000	41.216	chr6
chr6_42550000	40.032	chr6
chr6_42600000	38.362	chr6
chr6_42650000	41.24	chr6
chr6_42700000	48.044	chr6
chr6_42750000	44.896	chr6
chr6_42800000	43.712	chr6
chr6_42850000	45.032	chr6
chr6_42900000	49.468	chr6
chr6_42950000	50.26	chr6
chr6_43000000	51.704	chr6
chr6_43050000	50.496	chr6
chr6_43100000	49.718	chr6
chr6_43150000	50.036	chr6
chr6_43200000	49.738	chr6
chr6_43250000	54.488	chr6
chr6_43300000	43.954	chr6
chr6_43350000	44.75	chr6
chr6_43400000	48.96	chr6
chr6_43450000	49.514	chr6
chr6_43500000	48.578	chr6
chr6_43550000	43.724	chr6
chr6_43600000	47.356	chr6
chr6_43650000	48.894	chr6
chr6_43700000	49.38	chr6
chr6_43750000	52.49	chr6
chr6_43800000	48.124	chr6
chr6_43850000	51.998	chr6
chr6_43900000	50.542	chr6
chr6_43950000	48.914	chr6
chr6_44000000	50.434	chr6
chr6_44050000	52.816	chr6
chr6_44100000	50.276	chr6
chr6_44150000	50.72	chr6
chr6_44200000	51.406	chr6
chr6_44250000	53.504	chr6
chr6_44300000	46.938	chr6
chr6_44350000	41.95	chr6
chr6_44400000	37.988	chr6
chr6_44450000	47.272	chr6
chr6_44500000	44.79	chr6
chr6_44550000	45.206	chr6
chr6_44600000	46.934	chr6
chr6_44650000	45.462	chr6
chr6_44700000	45.42	chr6
chr6_44750000	41.468	chr6
chr6_44800000	39.094	chr6
chr6_44850000	39.75	chr6
chr6_44900000	36.52	chr6
chr6_44950000	36.25	chr6
chr6_45000000	34.63	chr6
chr6_45050000	35.892	chr6
chr6_45100000	35.362	chr6
chr6_45150000	36.518	chr6
chr6_45200000	36.286	chr6
chr6_45250000	36.054	chr6
chr6_45300000	34.502	chr6
chr6_45350000	37.91	chr6
chr6_45400000	40.34	chr6
chr6_45450000	39.242	chr6
chr6_45500000	40.468	chr6
chr6_45550000	41.96	chr6
chr6_45600000	42.874	chr6
chr6_45650000	44.23	chr6
chr6_45700000	43.488	chr6
chr6_45750000	40.344	chr6
chr6_45800000	42.648	chr6
chr6_45850000	41.438	chr6
chr6_45900000	43.956	chr6
chr6_45950000	41.778	chr6
chr6_46000000	41.102	chr6
chr6_46050000	40.396	chr6
chr6_46100000	38.348	chr6
chr6_46150000	38.74	chr6
chr6_46200000	41.976	chr6
chr6_46250000	39.442	chr6
chr6_46300000	39.364	chr6
chr6_46350000	39.676	chr6
chr6_46400000	39.002	chr6
chr6_46450000	39.224	chr6
chr6_46500000	37.546	chr6
chr6_46550000	37.016	chr6
chr6_46600000	36.632	chr6
chr6_46650000	38.088	chr6
chr6_46700000	40.032	chr6
chr6_46750000	39.044	chr6
chr6_46800000	38.386	chr6
chr6_46850000	41.038	chr6
chr6_46900000	42.114	chr6
chr6_46950000	39.688	chr6
chr6_47000000	40.124	chr6
chr6_47050000	40.336	chr6
chr6_47100000	40.864	chr6
chr6_47150000	41.006	chr6
chr6_47200000	40.016	chr6
chr6_47250000	41.072	chr6
chr6_47300000	41.65	chr6
chr6_47350000	38.872	chr6
chr6_47400000	40.344	chr6
chr6_47450000	37.66	chr6
chr6_47500000	37.95	chr6
chr6_47550000	35.578	chr6
chr6_47600000	37.208	chr6
chr6_47650000	40.54	chr6
chr6_47700000	39.63	chr6
chr6_47750000	36.878	chr6
chr6_47800000	38.708	chr6
chr6_47850000	36.592	chr6
chr6_47900000	37.202	chr6
chr6_47950000	35.612	chr6
chr6_48000000	36.52	chr6
chr6_48050000	37.02	chr6
chr6_48100000	36.402	chr6
chr6_48150000	34.596	chr6
chr6_48200000	35.67	chr6
chr6_48250000	36.874	chr6
chr6_48300000	35.55	chr6
chr6_48350000	36.086	chr6
chr6_48400000	35.57	chr6
chr6_48450000	35.52	chr6
chr6_48500000	34.956	chr6
chr6_48550000	35.596	chr6
chr6_48600000	34.402	chr6
chr6_48650000	35.192	chr6
chr6_48700000	35.864	chr6
chr6_48750000	34.884	chr6
chr6_48800000	35.084	chr6
chr6_48850000	36.35	chr6
chr6_48900000	33.986	chr6
chr6_48950000	37.128	chr6
chr6_49000000	33.996	chr6
chr6_49050000	36.818	chr6
chr6_49100000	36.002	chr6
chr6_49150000	34.368	chr6
chr6_49200000	36.444	chr6
chr6_49250000	36.578	chr6
chr6_49300000	35.156	chr6
chr6_49350000	36.942	chr6
chr6_49400000	35.176	chr6
chr6_49450000	37.418	chr6
chr6_49500000	38.16	chr6
chr6_49550000	39.944	chr6
chr6_49600000	38.56	chr6
chr6_49650000	35.196	chr6
chr6_49700000	35.46	chr6
chr6_49750000	37.414	chr6
chr6_49800000	36.22	chr6
chr6_49850000	36.088	chr6
chr6_49900000	35.158	chr6
chr6_49950000	33.846	chr6
chr6_50000000	34.784	chr6
chr6_50050000	34.49	chr6
chr6_50100000	35.41	chr6
chr6_50150000	35.112	chr6
chr6_50200000	36.598	chr6
chr6_50250000	36.514	chr6
chr6_50300000	37.048	chr6
chr6_50350000	35.906	chr6
chr6_50400000	36.116	chr6
chr6_50450000	36.008	chr6
chr6_50500000	35.952	chr6
chr6_50550000	35.286	chr6
chr6_50600000	35.932	chr6
chr6_50650000	36.106	chr6
chr6_50700000	39.812	chr6
chr6_50750000	36.52	chr6
chr6_50800000	42.42	chr6
chr6_50850000	37.146	chr6
chr6_50900000	36.956	chr6
chr6_50950000	38.136	chr6
chr6_51000000	37.64	chr6
chr6_51050000	37.746	chr6
chr6_51100000	39.58	chr6
chr6_51150000	35.624	chr6
chr6_51200000	35.946	chr6
chr6_51250000	37.404	chr6
chr6_51300000	37.478	chr6
chr6_51350000	37.524	chr6
chr6_51400000	36.83	chr6
chr6_51450000	38.07	chr6
chr6_51500000	38.35	chr6
chr6_51550000	36.572	chr6
chr6_51600000	36.718	chr6
chr6_51650000	36.98	chr6
chr6_51700000	37.276	chr6
chr6_51750000	35.34	chr6
chr6_51800000	38.204	chr6
chr6_51850000	39.466	chr6
chr6_51900000	40.326	chr6
chr6_51950000	39.074	chr6
chr6_52000000	39.116	chr6
chr6_52050000	41.002	chr6
chr6_52100000	41.054	chr6
chr6_52150000	39.892	chr6
chr6_52200000	41.276	chr6
chr6_52250000	42.778	chr6
chr6_52300000	43.59	chr6
chr6_52350000	42.434	chr6
chr6_52400000	40.208	chr6
chr6_52450000	38.708	chr6
chr6_52500000	46.712	chr6
chr6_52550000	45.966	chr6
chr6_52600000	39.904	chr6
chr6_52650000	42.364	chr6
chr6_52700000	42.084	chr6
chr6_52750000	41.366	chr6
chr6_52800000	42.454	chr6
chr6_52850000	41.788	chr6
chr6_52900000	42.932	chr6
chr6_52950000	42.574	chr6
chr6_53000000	40.816	chr6
chr6_53050000	39.26	chr6
chr6_53100000	42.608	chr6
chr6_53150000	43.586	chr6
chr6_53200000	43.582	chr6
chr6_53250000	41.598	chr6
chr6_53300000	42.444	chr6
chr6_53350000	41.416	chr6
chr6_53400000	40.244	chr6
chr6_53450000	39.328	chr6
chr6_53500000	41.494	chr6
chr6_53550000	39.754	chr6
chr6_53600000	38.798	chr6
chr6_53650000	40.168	chr6
chr6_53700000	40.466	chr6
chr6_53750000	39.628	chr6
chr6_53800000	39.706	chr6
chr6_53850000	39.254	chr6
chr6_53900000	40.11	chr6
chr6_53950000	37.888	chr6
chr6_54000000	37.218	chr6
chr6_54050000	36.62	chr6
chr6_54100000	37.1	chr6
chr6_54150000	34.932	chr6
chr6_54200000	35.83	chr6
chr6_54250000	36.412	chr6
chr6_54300000	35.732	chr6
chr6_54350000	34.336	chr6
chr6_54400000	35.886	chr6
chr6_54450000	36.244	chr6
chr6_54500000	35.576	chr6
chr6_54550000	35.754	chr6
chr6_54600000	36.054	chr6
chr6_54650000	36.112	chr6
chr6_54700000	36.062	chr6
chr6_54750000	36.344	chr6
chr6_54800000	37.988	chr6
chr6_54850000	36.246	chr6
chr6_54900000	34.59	chr6
chr6_54950000	37.626	chr6
chr6_55000000	35.864	chr6
chr6_55050000	35.574	chr6
chr6_55100000	35.576	chr6
chr6_55150000	36.438	chr6
chr6_55200000	34.82	chr6
chr6_55250000	34.242	chr6
chr6_55300000	35.526	chr6
chr6_55350000	36.194	chr6
chr6_55400000	36.332	chr6
chr6_55450000	34.24	chr6
chr6_55500000	33.626	chr6
chr6_55550000	35.588	chr6
chr6_55600000	35.532	chr6
chr6_55650000	36.05	chr6
chr6_55700000	35.166	chr6
chr6_55750000	33.788	chr6
chr6_55800000	34.692	chr6
chr6_55850000	33.88	chr6
chr6_55900000	35.652	chr6
chr6_55950000	36.74	chr6
chr6_56000000	36.812	chr6
chr6_56050000	34.228	chr6
chr6_56100000	35.558	chr6
chr6_56150000	35.646	chr6
chr6_56200000	36.27	chr6
chr6_56250000	37.894	chr6
chr6_56300000	37.99	chr6
chr6_56350000	40.02	chr6
chr6_56400000	39.458	chr6
chr6_56450000	36.024	chr6
chr6_56500000	35.882	chr6
chr6_56550000	37.996	chr6
chr6_56600000	36.1	chr6
chr6_56650000	38.296	chr6
chr6_56700000	37.982	chr6
chr6_56750000	39.282	chr6
chr6_56800000	38.422	chr6
chr6_56850000	41.638	chr6
chr6_56900000	38.902	chr6
chr6_56950000	39.372	chr6
chr6_57000000	39.054	chr6
chr6_57050000	39.17	chr6
chr6_57100000	35.968	chr6
chr6_57150000	37.414	chr6
chr6_57200000	39.646	chr6
chr6_57250000	40.334	chr6
chr6_57300000	39.954	chr6
chr6_57350000	36.896	chr6
chr6_57400000	37.072	chr6
chr6_57450000	38.498	chr6
chr6_57500000	36.418	chr6
chr6_57550000	37.496	chr6
chr6_57600000	37.416	chr6
chr6_57650000	38.562	chr6
chr6_57700000	35.45	chr6
chr6_57750000	34.494	chr6
chr6_57800000	40.172	chr6
chr6_57850000	37.932	chr6
chr6_57900000	41.91	chr6
chr6_57950000	38.644	chr6
chr6_58000000	38.67	chr6
chr6_58050000	36.276	chr6
chr6_58100000	36.474	chr6
chr6_58150000	36.766	chr6
chr6_58200000	38.128	chr6
chr6_58250000	37.978	chr6
chr6_58300000	37.008	chr6
chr6_58350000	36.488	chr6
chr6_58400000	37.586	chr6
chr6_58450000	39.7633	chr6
chr6_58500000	39.7633	chr6
chr6_58550000	39.89666364	chr6
chr6_58600000	39.87090909	chr6
chr6_58650000	39.88545455	chr6
chr6_58700000	39.90545455	chr6
chr6_58750000	39.83090909	chr6
chr6_58800000	39.91636364	chr6
chr6_58850000	39.89818182	chr6
chr6_58900000	39.91272727	chr6
chr6_58950000	39.90363636	chr6
chr6_59000000	39.94909091	chr6
chr6_59050000	39.93090909	chr6
chr6_59100000	39.92363636	chr6
chr6_59150000	39.87454545	chr6
chr6_59200000	39.88727273	chr6
chr6_59250000	39.97818182	chr6
chr6_59300000	39.96363636	chr6
chr6_59350000	39.95454545	chr6
chr6_59400000	39.943	chr6
chr6_59450000	39.90363636	chr6
chr6_59500000	39.90181818	chr6
chr6_59550000	39.90363636	chr6
chr6_59600000	39.91636364	chr6
chr6_59650000	39.88181818	chr6
chr6_59700000	39.92181818	chr6
chr6_59750000	39.96545455	chr6
chr6_59800000	39.87332857	chr6
chr6_59850000	39.67	chr6
chr6_59900000	39.67	chr6
chr6_59950000	39.67	chr6
chr6_60000000	39.67	chr6
chr6_60050000	39.67	chr6
chr6_60100000	39.67	chr6
chr6_60150000	39.67	chr6
chr6_60200000	37.142	chr6
chr6_60250000	36.79090909	chr6
chr6_60300000	37.13454545	chr6
chr6_60350000	38.18181818	chr6
chr6_60400000	35.99090909	chr6
chr6_60450000	37.75090909	chr6
chr6_60500000	37.28181818	chr6
chr6_60550000	37.99636364	chr6
chr6_60600000	38.21272727	chr6
chr6_60650000	36.97272727	chr6
chr6_60700000	37.22363636	chr6
chr6_60750000	38.13272727	chr6
chr6_60800000	36.48727273	chr6
chr6_60850000	37.06	chr6
chr6_60900000	36.33272727	chr6
chr6_60950000	37.03090909	chr6
chr6_61000000	41.12727273	chr6
chr6_61050000	36.27454545	chr6
chr6_61100000	36.66	chr6
chr6_61150000	38.08363636	chr6
chr6_61200000	37.36545455	chr6
chr6_61250000	37.36545455	chr6
chr6_61300000	36.23090909	chr6
chr6_61350000	35.79349	chr6
chr6_61400000	35.85318182	chr6
chr6_61450000	36.61818182	chr6
chr6_61500000	36.55454545	chr6
chr6_61550000	36.40363636	chr6
chr6_61600000	37.42	chr6
chr6_61650000	34.20909091	chr6
chr6_61700000	34.46909091	chr6
chr6_61750000	34.40363636	chr6
chr6_61800000	34.82545455	chr6
chr6_61850000	36.24545455	chr6
chr6_61900000	34.54727273	chr6
chr6_61950000	34.78909091	chr6
chr6_62000000	32.78363636	chr6
chr6_62050000	34.81454545	chr6
chr6_62100000	36.35636364	chr6
chr6_62150000	34.56909091	chr6
chr6_62200000	34.84545455	chr6
chr6_62250000	34.59636364	chr6
chr6_62300000	37.10545455	chr6
chr6_62350000	33.91272727	chr6
chr6_62400000	34.35272727	chr6
chr6_62450000	33.99090909	chr6
chr6_62500000	35.52545455	chr6
chr6_62550000	36.17818182	chr6
chr6_62600000	36.12545455	chr6
chr6_62650000	34.37636364	chr6
chr6_62700000	34.31454545	chr6
chr6_62750000	34.24181818	chr6
chr6_62800000	37.06181818	chr6
chr6_62850000	38.39636364	chr6
chr6_62900000	34.73636364	chr6
chr6_62950000	35.67454545	chr6
chr6_63000000	35.83454545	chr6
chr6_63050000	38.46909091	chr6
chr6_63100000	37.09272727	chr6
chr6_63150000	37.01272727	chr6
chr6_63200000	37.88181818	chr6
chr6_63250000	37.50727273	chr6
chr6_63300000	38.49454545	chr6
chr6_63350000	40.09636364	chr6
chr6_63400000	40.22181818	chr6
chr6_63450000	40.20363636	chr6
chr6_63500000	39.80181818	chr6
chr6_63550000	39.77454545	chr6
chr6_63600000	38.16181818	chr6
chr6_63650000	35.71272727	chr6
chr6_63700000	36.08727273	chr6
chr6_63750000	37.38181818	chr6
chr6_63800000	37.88181818	chr6
chr6_63850000	38.49454545	chr6
chr6_63900000	37.75454545	chr6
chr6_63950000	36.76909091	chr6
chr6_64000000	38.26181818	chr6
chr6_64050000	35.36727273	chr6
chr6_64100000	35.35090909	chr6
chr6_64150000	35.23636364	chr6
chr6_64200000	34.83636364	chr6
chr6_64250000	35.55272727	chr6
chr6_64300000	37.21818182	chr6
chr6_64350000	35.02363636	chr6
chr6_64400000	35.15272727	chr6
chr6_64450000	34.13272727	chr6
chr6_64500000	35.31818182	chr6
chr6_64550000	35.17636364	chr6
chr6_64600000	35.10727273	chr6
chr6_64650000	35.61272727	chr6
chr6_64700000	35.85090909	chr6
chr6_64750000	34.76545455	chr6
chr6_64800000	33.51818182	chr6
chr6_64850000	34.14545455	chr6
chr6_64900000	33.84	chr6
chr6_64950000	33.51272727	chr6
chr6_65000000	36.92727273	chr6
chr6_65050000	33.02727273	chr6
chr6_65100000	33.45818182	chr6
chr6_65150000	32.82181818	chr6
chr6_65200000	33.73818182	chr6
chr6_65250000	33.31818182	chr6
chr6_65300000	34.81454545	chr6
chr6_65350000	33.9	chr6
chr6_65400000	32.36727273	chr6
chr6_65450000	32.92181818	chr6
chr6_65500000	34.50181818	chr6
chr6_65550000	34.2	chr6
chr6_65600000	35.67272727	chr6
chr6_65650000	34.23454545	chr6
chr6_65700000	35.96909091	chr6
chr6_65750000	35.65272727	chr6
chr6_65800000	34.14363636	chr6
chr6_65850000	34.06909091	chr6
